plot_id,date,soil_mean,soil_median,soil_sd,soil_min,soil_max,soil_quantile_95,soil_quantile_5,surf_mean,surf_median,surf_sd,surf_min,surf_max,surf_quantile_95,surf_quantile_5,air_mean,air_median,air_sd,air_min,air_max,air_quantile_95,air_quantile_5,corr_soil_air,max_roll_diff_soil,max_roll_diff_surf,max_roll_diff_air,moist_mean,moist_median,moist_sd,moist_min,moist_max,moist_quantile_95,moist_quantile_5,soil_air_diff,soil_air_max_diff
Test_plot_1,2024-01-28,-3.611328125,-3.625,0.17211033529816672,-3.9375,-3.375,-3.375,-3.875,-3.7513020833333335,-3.75,0.18517842717322902,-4.125,-3.4375,-3.5,-4.078125,-4.143880208333333,-4.25,0.18894613190552859,-4.375,-3.625,-3.734375,-4.375,0.8261011260583698,0.0625,0,0,857.3229166666666,857.5,1.4545376669448624,854,860,859,855,-0.532552083333333,-0.25
Test_plot_1,2024-01-29,-1.53125,-1,1.003407025037565,-3.375,-0.625,-0.6875,-3.3125,-0.9563802083333334,-0.25,1.2159885987709789,-3.4375,-0.25,-0.25,-3.375,-1.0592447916666667,-0.59375,1.1254885558930716,-3.5625,-0.1875,-0.25,-3.5,0.9288320219067367,0,0,0.0625,892.5,900.5,17.893250712283432,860,908,908,860,0.47200520833333326,0.4375
Test_plot_1,2024-01-30,-0.6321614583333334,-0.625,0.020011903666997625,-0.6875,-0.625,-0.625,-0.6875,-0.4212239583333333,-0.375,0.12768330208168355,-0.625,-0.25,-0.25,-0.625,-0.9029947916666666,-0.90625,0.11923198296623856,-1.0625,-0.6875,-0.734375,-1.0625,0.48377430248261255,0.0625,0.0625,0.0625,906.9479166666666,908,2.244852786952347,903,913,909,903,-0.27083333333333326,-0.0625
Test_plot_1,2024-01-31,-0.7421875,-0.75,0.020778436443886522,-0.75,-0.6875,-0.6875,-0.75,-0.7024739583333334,-0.75,0.05345373650430744,-0.75,-0.625,-0.625,-0.75,-1.0859375,-1.0625,0.030416516462017974,-1.125,-1.0625,-1.0625,-1.125,0.29277002188455997,0.0625,0.0625,0.0625,899.875,900,1.4011273656369867,898,903,902,898,-0.34375,-0.375
Test_plot_1,2024-02-01,-0.75,-0.75,0,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,0,-0.75,-0.75,-0.75,-0.75,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,NA,0,0,0,896.3645833333334,897,1.5363647570374253,893,898,898,893,-0.375,-0.375
Test_plot_1,2024-02-02,-0.75,-0.75,0,-0.75,-0.75,-0.75,-0.75,-0.763671875,-0.75,0.025973045554858153,-0.8125,-0.75,-0.75,-0.8125,-1.2369791666666667,-1.25,0.06009632253687525,-1.375,-1.125,-1.125,-1.3125,NA,0,0.0625,0.0625,887.34375,887,2.5291068737693485,884,892,892,884,-0.48697916666666674,-0.375
Test_plot_1,2024-02-03,-0.7552083333333334,-0.75,0.017364765697218558,-0.8125,-0.75,-0.75,-0.8125,-0.8580729166666666,-0.875,0.027920185036208845,-0.875,-0.8125,-0.8125,-0.875,-1.4264322916666667,-1.40625,0.055897868323524065,-1.5,-1.375,-1.375,-1.5,0.3989049750741236,0.0625,0.0625,0.0625,881.4583333333334,881,1.3527100803215406,879,884,883,879.75,-0.6712239583333334,-0.625
Test_plot_1,2024-02-04,-0.8333333333333334,-0.8125,0.02961744388795462,-0.875,-0.8125,-0.8125,-0.875,-0.8984375,-0.875,0.030416516462017974,-0.9375,-0.875,-0.875,-0.9375,-1.5598958333333333,-1.5625,0.05358578546134014,-1.625,-1.5,-1.5,-1.625,0.8117940296278234,0.0625,0.0625,0.0625,876.1770833333334,876,1.635106896017355,874,879,879,874,-0.7265624999999999,-0.6875
Test_plot_1,2024-02-05,-0.875,-0.875,0,-0.875,-0.875,-0.875,-0.875,-0.990234375,-1,0.022812387346513485,-1,-0.9375,-0.9375,-1,-1.6471354166666667,-1.625,0.030048161268437627,-1.6875,-1.625,-1.625,-1.6875,NA,0,0.0625,0.0625,871.5833333333334,872,1.0327955589886444,870,873,873,870,-0.7721354166666667,-0.75
Test_plot_1,2024-02-06,-0.8756510416666666,-0.875,0.00637887953849786,-0.9375,-0.875,-0.875,-0.875,-1,-1,0,-1,-1,-1,-1,-1.740234375,-1.75,0.022812387346513485,-1.75,-1.6875,-1.6875,-1.75,0.044151078568834795,0.0625,0,0.0625,868.7395833333334,869,0.7290194086892434,868,870,870,868,-0.8645833333333334,-0.8125
Test_plot_1,2024-02-07,-0.935546875,-0.9375,0.016851530951066045,-1,-0.875,-0.921875,-0.9375,-1.060546875,-1.0625,0.019136638615493577,-1.125,-1,-1,-1.0625,-1.75,-1.75,0,-1.75,-1.75,-1.75,-1.75,NA,0.0625,0.0625,0,866.53125,866,0.597417688670868,866,868,867.25,866,-0.814453125,-0.875
Test_plot_1,2024-02-08,-0.9967447916666666,-1,0.013960092518104423,-1,-0.9375,-0.984375,-1,-1.12109375,-1.125,0.015208258231008987,-1.125,-1.0625,-1.0625,-1.125,-1.796875,-1.8125,0.031414043121877164,-1.875,-1.75,-1.75,-1.8125,0.35160542320387156,0.0625,0.0625,0.0625,864.8125,865,0.6037165594966949,864,866,866,864,-0.8001302083333334,-0.8125
Test_plot_1,2024-02-09,-1,-1,0,-1,-1,-1,-1,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.873046875,-1.875,0.010931624361649578,-1.875,-1.8125,-1.875,-1.875,NA,0,0,0.0625,863.3541666666666,863,0.480770580295002,863,864,864,863,-0.873046875,-0.8125
Test_plot_1,2024-02-10,-1,-1,0,-1,-1,-1,-1,-1.1510416666666667,-1.125,0.030974664236459504,-1.1875,-1.125,-1.125,-1.1875,-1.9375,-1.9375,0.05287771394055295,-2,-1.875,-1.875,-2,NA,0,0.0625,0.0625,862.4270833333334,862,0.4972512161169891,862,863,863,862,-0.9375,-0.875
Test_plot_1,2024-02-11,-1.0390625,-1.0625,0.030416516462017974,-1.0625,-1,-1,-1.0625,-1.2350260416666667,-1.25,0.026816861328930495,-1.25,-1.1875,-1.1875,-1.25,-2.0345052083333335,-2,0.042408756220463084,-2.125,-2,-2,-2.125,0.6335465896502342,0.0625,0.0625,0.0625,861.0208333333334,861,0.6152306656286116,860,862,862,860,-0.9954427083333335,-1
Test_plot_1,2024-02-12,-1.103515625,-1.125,0.029840757462253745,-1.125,-1.0625,-1.0625,-1.125,-1.2513020833333333,-1.25,0.008973492885237248,-1.3125,-1.25,-1.25,-1.25,-2.13671875,-2.125,0.02452257955221548,-2.1875,-2.125,-2.125,-2.1875,0.3476767476825577,0.0625,0.0625,0.0625,859.9791666666666,860,0.14357588616379596,859,860,860,860,-1.033203125,-1.0625
Test_plot_1,2024-02-13,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.322265625,-1.3125,0.0245487649089039,-1.375,-1.25,-1.3125,-1.375,-2.2220052083333335,-2.25,0.031243146178226596,-2.25,-2.1875,-2.1875,-2.25,NA,0,0.0625,0.0625,858.9583333333334,859,0.45691567036441355,858,860,860,858,-1.0970052083333335,-1.0625
Test_plot_1,2024-02-14,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.375,-1.375,0,-1.375,-1.375,-1.375,-1.375,-2.25,-2.25,0,-2.25,-2.25,-2.25,-2.25,NA,0,0,0,858.0416666666666,858,0.20087527770480482,858,859,858,858,-1.125,-1.125
Test_plot_1,2024-02-15,-1.1725260416666667,-1.1875,0.026816861328930495,-1.1875,-1.125,-1.125,-1.1875,-1.375,-1.375,0,-1.375,-1.375,-1.375,-1.375,-2.30859375,-2.3125,0.04235317129119203,-2.375,-2.25,-2.25,-2.375,0.6358122421500992,0.0625,0,0.0625,857.7083333333334,858,0.45691567036441355,857,858,858,857,-1.1360677083333333,-1.125
Test_plot_1,2024-02-16,-1.2317708333333333,-1.25,0.028557229397775847,-1.25,-1.1875,-1.1875,-1.25,-1.4244791666666667,-1.4375,0.02707911573098224,-1.5,-1.375,-1.375,-1.4375,-2.375,-2.375,0,-2.375,-2.375,-2.375,-2.375,NA,0.0625,0.0625,0,857.0416666666666,857,0.20087527770480482,857,858,857,857,-1.1432291666666667,-1.1875
Test_plot_1,2024-02-17,-1.25,-1.25,0,-1.25,-1.25,-1.25,-1.25,-1.4921875,-1.5,0.020778436443886522,-1.5,-1.4375,-1.4375,-1.5,-2.4264322916666665,-2.4375,0.023983944167940294,-2.4375,-2.375,-2.375,-2.4375,NA,0,0.0625,0.0625,856.0104166666666,856,0.10206207261596575,856,857,856,856,-1.1764322916666665,-1.125
Test_plot_1,2024-02-18,-1.25,-1.25,0,-1.25,-1.25,-1.25,-1.25,-1.5,-1.5,0,-1.5,-1.5,-1.5,-1.5,-2.4921875,-2.5,0.020778436443886522,-2.5,-2.4375,-2.4375,-2.5,NA,0,0,0.0625,855.9791666666666,856,0.14357588616379596,855,856,856,856,-1.2421875,-1.1875
Test_plot_1,2024-02-19,-1.2591145833333333,-1.25,0.022174485001634634,-1.3125,-1.25,-1.25,-1.3125,-1.5,-1.5,0,-1.5,-1.5,-1.5,-1.5,-2.4837239583333335,-2.5,0.02757285753395392,-2.5,-2.4375,-2.4375,-2.5,-0.2928236562749679,0.0625,0,0.0625,855.5208333333334,856,0.502188194262012,855,856,856,855,-1.2246093750000002,-1.1875
Test_plot_1,2024-02-20,-1.310546875,-1.3125,0.010931624361649578,-1.3125,-1.25,-1.3125,-1.3125,-1.5,-1.5,0,-1.5,-1.5,-1.5,-1.5,-2.4225260416666665,-2.4375,0.026816861328930495,-2.4375,-2.375,-2.375,-2.4375,-0.10081418441397198,0.0625,0,0.0625,855.2395833333334,855,0.4290697812628879,855,856,856,855,-1.1119791666666665,-1.125
Test_plot_1,2024-02-21,-1.3125,-1.3125,0,-1.3125,-1.3125,-1.3125,-1.3125,-1.5,-1.5,0,-1.5,-1.5,-1.5,-1.5,-2.375,-2.375,0,-2.375,-2.375,-2.375,-2.375,NA,0,0,0,855,855,0,855,855,855,855,-1.0625,-1.0625
Test_plot_1,2024-02-22,-1.3111979166666667,-1.3125,0.008973492885237248,-1.3125,-1.25,-1.3125,-1.3125,-1.5,-1.5,0,-1.5,-1.5,-1.5,-1.5,-2.3203125,-2.3125,0.04646199635468926,-2.375,-2.25,-2.25,-2.375,0.12327841818038449,0.0625,0,0.0625,855,855,0,855,855,855,855,-1.0091145833333333,-1
Test_plot_1,2024-02-23,-1.2584635416666667,-1.25,0.02149776546425559,-1.3125,-1.25,-1.25,-1.3125,-1.4947916666666667,-1.5,0.017364765697218558,-1.5,-1.4375,-1.4375,-1.5,-2.25,-2.25,0,-2.25,-2.25,-2.25,-2.25,NA,0.0625,0.0625,0,855.1458333333334,855,0.35479176002615415,855,856,856,855,-0.9915364583333333,-1
Test_plot_1,2024-02-24,-1.25,-1.25,0,-1.25,-1.25,-1.25,-1.25,-1.4381510416666667,-1.4375,0.014323539659497333,-1.5,-1.375,-1.4375,-1.4375,-2.1790364583333335,-2.1875,0.042165666052374304,-2.25,-2.125,-2.125,-2.25,NA,0,0.0625,0.0625,855.0625,855,0.2833075323649847,854,856,856,855,-0.9290364583333335,-0.875
Test_plot_1,2024-02-25,-1.25,-1.25,0,-1.25,-1.25,-1.25,-1.25,-1.380859375,-1.375,0.018313167986739112,-1.4375,-1.375,-1.375,-1.4375,-2.111328125,-2.125,0.025973045554858153,-2.125,-2.0625,-2.0625,-2.125,NA,0,0.0625,0.0625,855.03125,855,0.17490598978639324,855,856,855,855,-0.861328125,-0.8125
Test_plot_1,2024-02-26,-1.25,-1.25,0,-1.25,-1.25,-1.25,-1.25,-1.375,-1.375,0,-1.375,-1.375,-1.375,-1.375,-2.0071614583333335,-2,0.020011903666997625,-2.0625,-2,-2,-2.0625,NA,0,0,0,855.71875,856,0.45196937483581084,855,856,856,855,-0.7571614583333335,-0.75
Test_plot_1,2024-02-27,-1.2057291666666667,-1.1875,0.028557229397775847,-1.25,-1.1875,-1.1875,-1.25,-1.3229166666666667,-1.3125,0.030974664236459504,-1.375,-1.25,-1.296875,-1.375,-1.9127604166666667,-1.875,0.042995530928511175,-2,-1.875,-1.875,-2,0.7060513993992397,0.0625,0.0625,0.0625,855.5104166666666,856,0.5025156015732859,855,856,856,855,-0.70703125,-0.6875
Test_plot_1,2024-02-28,-1.146484375,-1.125,0.029840757462253745,-1.1875,-1.125,-1.125,-1.1875,-1.251953125,-1.25,0.010931624361649578,-1.3125,-1.25,-1.25,-1.25,-1.875,-1.875,0,-1.875,-1.875,-1.875,-1.875,NA,0.0625,0.0625,0,857.6666666666666,858,1.1935499166389196,856,859,859,856,-0.728515625,-0.75
Test_plot_1,2024-02-29,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.25,-1.25,0,-1.25,-1.25,-1.25,-1.25,-1.875,-1.875,0,-1.875,-1.875,-1.875,-1.875,NA,0,0,0,856.1666666666666,856,0.40175055540960963,856,858,857,856,-0.75,-0.75
Test_plot_1,2024-03-01,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.25,-1.25,0,-1.25,-1.25,-1.25,-1.25,-1.853515625,-1.875,0.029840757462253745,-1.875,-1.8125,-1.8125,-1.875,NA,0,0,0.0625,856.75,857,0.435285750066007,856,857,857,856,-0.728515625,-0.6875
Test_plot_1,2024-03-02,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.25,-1.25,0,-1.25,-1.25,-1.25,-1.25,-1.787109375,-1.8125,0.030856902590830466,-1.8125,-1.75,-1.75,-1.8125,NA,0,0,0.0625,857.1979166666666,857,0.40052049468993056,857,858,858,857,-0.662109375,-0.625
Test_plot_1,2024-03-03,-1.1236979166666667,-1.125,0.008973492885237248,-1.125,-1.0625,-1.125,-1.125,-1.20703125,-1.1875,0.029121597384252917,-1.25,-1.1875,-1.1875,-1.25,-1.7467447916666667,-1.75,0.013960092518104423,-1.75,-1.6875,-1.734375,-1.75,0.294045019846479,0.0625,0.0625,0.0625,857,857,0,857,857,857,857,-0.623046875,-0.625
Test_plot_1,2024-03-04,-1.0677083333333333,-1.0625,0.017364765697218558,-1.125,-1.0625,-1.0625,-1.125,-1.1341145833333333,-1.125,0.022174485001634634,-1.1875,-1.125,-1.125,-1.1875,-1.6419270833333333,-1.625,0.027920185036208845,-1.6875,-1.625,-1.625,-1.6875,0.4947274449181536,0.0625,0.0625,0.0625,857.7083333333334,858,0.5967749583194598,857,860,858.25,857,-0.57421875,-0.5625
Test_plot_1,2024-03-05,-1.0078125,-1,0.020778436443886522,-1.0625,-1,-1,-1.0625,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.5963541666666667,-1.625,0.031304776553869845,-1.625,-1.5625,-1.5625,-1.625,0.3476767476825577,0.0625,0,0.0625,858.0104166666666,858,0.10206207261596575,858,859,858,858,-0.5885416666666667,-0.5625
Test_plot_1,2024-03-06,-1,-1,0,-1,-1,-1,-1,-1.08203125,-1.0625,0.04087096592035914,-1.125,-1,-1,-1.125,-1.4895833333333333,-1.5,0.0381162809989771,-1.5625,-1.375,-1.4375,-1.5625,NA,0,0.0625,0.0625,858.3229166666666,858,0.5128822921626707,858,860,859,858,-0.48958333333333326,-0.375
Test_plot_1,2024-03-07,-0.9680989583333334,-0.96875,0.03269022224584067,-1,-0.875,-0.9375,-1,-0.9895833333333334,-1,0.02341464528954235,-1,-0.9375,-0.9375,-1,-1.2923177083333333,-1.25,0.06876183610235162,-1.375,-1.125,-1.1875,-1.375,0.8629828776914445,0.0625,0.0625,0.0625,859.1458333333334,859,0.35479176002615415,859,860,860,859,-0.3242187499999999,-0.25
Test_plot_1,2024-03-08,-0.8763020833333334,-0.875,0.008973492885237248,-0.9375,-0.875,-0.875,-0.875,-0.8854166666666666,-0.875,0.02341464528954235,-0.9375,-0.875,-0.875,-0.9375,-1.099609375,-1.125,0.0321618606365562,-1.1875,-1.0625,-1.0625,-1.125,0.11575962480973633,0.0625,0.0625,0.0625,860.2604166666666,860,0.4411657205432627,860,861,861,860,-0.22330729166666663,-0.1875
Test_plot_1,2024-03-09,-0.8483072916666666,-0.875,0.031078201007311818,-0.875,-0.8125,-0.8125,-0.875,-0.8541666666666666,-0.875,0.02961744388795462,-0.875,-0.8125,-0.8125,-0.875,-1.0618489583333333,-1.0625,0.00637887953849786,-1.0625,-1,-1.0625,-1.0625,-0.08858267297927462,0.0625,0.0625,0.0625,861.375,861,0.5078333750770082,861,863,862,861,-0.21354166666666663,-0.1875
Test_plot_1,2024-03-10,-0.7942708333333334,-0.8125,0.028557229397775847,-0.8125,-0.75,-0.75,-0.8125,-0.8125,-0.8125,0,-0.8125,-0.8125,-0.8125,-0.8125,-1.1067708333333333,-1.125,0.028557229397775847,-1.125,-1.0625,-1.0625,-1.125,-0.4117647058823529,0.0625,0,0.0625,862.2291666666666,862,0.42250298452179547,862,863,863,862,-0.3124999999999999,-0.3125
Test_plot_1,2024-03-11,-0.7506510416666666,-0.75,0.00637887953849786,-0.8125,-0.75,-0.75,-0.75,-0.8125,-0.8125,0,-0.8125,-0.8125,-0.8125,-0.8125,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,NA,0.0625,0,0,862.3645833333334,862,0.5051272203830732,862,864,863,862,-0.37434895833333337,-0.375
Test_plot_1,2024-03-12,-0.75,-0.75,0,-0.75,-0.75,-0.75,-0.75,-0.8125,-0.8125,0,-0.8125,-0.8125,-0.8125,-0.8125,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,NA,0,0,0,863,863,0,863,863,863,863,-0.375,-0.375
Test_plot_1,2024-03-13,-0.75,-0.75,0,-0.75,-0.75,-0.75,-0.75,-0.8450520833333334,-0.875,0.03138676214137575,-0.875,-0.8125,-0.8125,-0.875,-1.2239583333333333,-1.25,0.04122573714936789,-1.25,-1.125,-1.125,-1.25,NA,0,0.0625,0.0625,863.0833333333334,863,0.2778362511554969,863,864,864,863,-0.47395833333333326,-0.375
Test_plot_1,2024-03-14,-0.7532552083333334,-0.75,0.013960092518104423,-0.8125,-0.75,-0.75,-0.765625,-0.875,-0.875,0,-0.875,-0.875,-0.875,-0.875,-1.3502604166666667,-1.375,0.03681296819319223,-1.375,-1.25,-1.296875,-1.375,0.1583542286726639,0.0625,0,0.0625,863.3541666666666,863,1.4214830407316574,862,868,866,862,-0.5970052083333334,-0.5
Test_plot_1,2024-03-15,-0.8138020833333334,-0.8125,0.018089613065988806,-0.875,-0.75,-0.8125,-0.828125,-0.9244791666666666,-0.9375,0.04526663210860888,-1,-0.875,-0.875,-1,-1.4947916666666667,-1.5,0.044116572054326265,-1.5625,-1.375,-1.4375,-1.5625,0.4722987884427467,0.0625,0.0625,0.0625,862.0416666666666,862,1.337056206090684,861,867,865,861,-0.6809895833333334,-0.625
Test_plot_1,2024-03-16,-0.8743489583333334,-0.875,0.00637887953849786,-0.875,-0.8125,-0.875,-0.875,-1,-1,0,-1,-1,-1,-1,-1.6256510416666667,-1.625,0.023110845003985588,-1.6875,-1.5625,-1.5625,-1.6875,0.2818231760104449,0.0625,0,0.0625,860.8854166666666,861,0.320190458671962,860,861,861,860,-0.7513020833333334,-0.75
Test_plot_1,2024-03-17,-0.875,-0.875,0,-0.875,-0.875,-0.875,-0.875,-1.03125,-1.03125,0.031414043121877164,-1.0625,-1,-1,-1.0625,-1.7298177083333333,-1.75,0.029377857737066165,-1.75,-1.6875,-1.6875,-1.75,NA,0,0.0625,0.0625,860.28125,860,0.7064086337911909,859,861,861,859,-0.8548177083333333,-0.8125
Test_plot_1,2024-03-18,-0.9036458333333334,-0.875,0.031304776553869845,-0.9375,-0.875,-0.875,-0.9375,-1.1184895833333333,-1.125,0.019192512131813923,-1.125,-1.0625,-1.0625,-1.125,-1.7838541666666667,-1.8125,0.03259180690285493,-1.875,-1.75,-1.75,-1.8125,0.8127397527543464,0.0625,0.0625,0.0625,858.8125,859,0.3923612728354477,858,859,859,858,-0.8802083333333334,-0.875
Test_plot_1,2024-03-19,-0.9635416666666666,-0.9375,0.030974664236459504,-1,-0.9375,-0.9375,-1,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.8704427083333333,-1.875,0.01633528144710523,-1.875,-1.8125,-1.8125,-1.875,0.2370227315699886,0.0625,0,0.0625,858,858,0,858,858,858,858,-0.9069010416666666,-0.875
Test_plot_1,2024-03-20,-1,-1,0,-1,-1,-1,-1,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.7962239583333333,-1.8125,0.04372159949111427,-1.875,-1.75,-1.75,-1.875,NA,0,0,0.0625,857.4583333333334,857,0.5008764248619175,857,858,858,857,-0.7962239583333333,-0.75
Test_plot_1,2024-03-21,-1,-1,0,-1,-1,-1,-1,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.7220052083333333,-1.75,0.03724672326044737,-1.75,-1.625,-1.671875,-1.75,NA,0,0,0.0625,857.59375,858,0.49371044145328746,857,858,858,857,-0.7220052083333333,-0.625
Test_plot_1,2024-03-22,-0.9778645833333334,-1,0.030048161268437627,-1,-0.9375,-0.9375,-1,-1.1022135416666667,-1.125,0.030239982664265662,-1.125,-1.0625,-1.0625,-1.125,-1.6243489583333333,-1.625,0.00637887953849786,-1.625,-1.5625,-1.625,-1.625,0.13854618883112044,0.0625,0.0625,0.0625,857.5729166666666,858,0.5179878410819813,857,859,858,857,-0.6464843749999999,-0.625
Test_plot_1,2024-03-23,-0.9375,-0.9375,0,-0.9375,-0.9375,-0.9375,-0.9375,-1.044921875,-1.0625,0.028248085927238178,-1.0625,-1,-1,-1.0625,-1.5625,-1.5625,0.025649458802128853,-1.625,-1.5,-1.5,-1.625,NA,0,0.0625,0.0625,857.03125,857,0.17490598978639324,857,858,857,857,-0.625,-0.5625
Test_plot_1,2024-03-24,-0.9036458333333334,-0.875,0.031304776553869845,-0.9375,-0.875,-0.875,-0.9375,-1,-1,0,-1,-1,-1,-1,-1.5325520833333333,-1.5625,0.03138676214137575,-1.5625,-1.5,-1.5,-1.5625,-0.45684550334353213,0.0625,0,0.0625,857.7083333333334,858,0.45691567036441355,857,858,858,857,-0.6289062499999999,-0.625
Test_plot_1,2024-03-25,-0.884765625,-0.875,0.022812387346513485,-0.9375,-0.875,-0.875,-0.9375,-1.005859375,-1,0.018313167986739112,-1.0625,-1,-1,-1.0625,-1.60546875,-1.625,0.029121597384252917,-1.625,-1.5625,-1.5625,-1.625,0.2282351489196927,0.0625,0.0625,0.0625,857.7395833333334,858,0.4411657205432627,857,858,858,857,-0.720703125,-0.6875
Test_plot_1,2024-03-26,-0.908203125,-0.9375,0.031352627534059624,-0.9375,-0.875,-0.875,-0.9375,-1.05859375,-1.0625,0.015208258231008987,-1.0625,-1,-1,-1.0625,-1.625,-1.625,0,-1.625,-1.625,-1.625,-1.625,NA,0.0625,0.0625,0,857,857,0,857,857,857,857,-0.716796875,-0.75
Test_plot_1,2024-03-27,-0.9368489583333334,-0.9375,0.00637887953849786,-0.9375,-0.875,-0.9375,-0.9375,-1.0852864583333333,-1.0625,0.030239982664265662,-1.125,-1.0625,-1.0625,-1.125,-1.677734375,-1.6875,0.026170187249194354,-1.75,-1.625,-1.625,-1.6875,-0.03848621702581114,0.0625,0.0625,0.0625,857,857,0,857,857,857,857,-0.7408854166666666,-0.75
Test_plot_1,2024-03-28,-0.947265625,-0.9375,0.022812387346513485,-1,-0.9375,-0.9375,-1,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.7493489583333333,-1.75,0.00637887953849786,-1.75,-1.6875,-1.75,-1.75,0.044151078568834795,0.0625,0,0.0625,856.4583333333334,856,0.5214689104456789,856,858,857,856,-0.8020833333333333,-0.75
Test_plot_1,2024-03-29,-0.9993489583333334,-1,0.00637887953849786,-1,-0.9375,-1,-1,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.75,-1.75,0,-1.75,-1.75,-1.75,-1.75,NA,0.0625,0,0,856,856,0,856,856,856,856,-0.7506510416666666,-0.8125
Test_plot_1,2024-03-30,-1,-1,0,-1,-1,-1,-1,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.7923177083333333,-1.8125,0.029377857737066165,-1.8125,-1.75,-1.75,-1.8125,NA,0,0,0.0625,856,856,0,856,856,856,856,-0.7923177083333333,-0.75
Test_plot_1,2024-03-31,-1,-1,0,-1,-1,-1,-1,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.8125,-1.8125,0,-1.8125,-1.8125,-1.8125,-1.8125,NA,0,0,0,855.4347826086956,855,0.49844478627922684,855,856,856,855,-0.8125,-0.8125
Test_plot_1,2024-04-01,-1,-1,0,-1,-1,-1,-1,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.7890625,-1.8125,0.030416516462017974,-1.8125,-1.75,-1.75,-1.8125,NA,0,0,0.0625,855,855,0,855,855,855,855,-0.7890625,-0.75
Test_plot_1,2024-04-02,-1,-1,0,-1,-1,-1,-1,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.75,-1.75,0,-1.75,-1.75,-1.75,-1.75,NA,0,0,0,855,855,0,855,855,855,855,-0.75,-0.75
Test_plot_1,2024-04-03,-1,-1,0,-1,-1,-1,-1,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.75,-1.75,0,-1.75,-1.75,-1.75,-1.75,NA,0,0,0,855,855,0.14509525002200233,854,856,855,855,-0.75,-0.75
Test_plot_1,2024-04-04,-1,-1,0,-1,-1,-1,-1,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.75,-1.75,0,-1.75,-1.75,-1.75,-1.75,NA,0,0,0,854.7083333333334,855,0.45691567036441355,854,855,855,854,-0.75,-0.75
Test_plot_1,2024-04-05,-1,-1,0,-1,-1,-1,-1,-1.125,-1.125,0,-1.125,-1.125,-1.125,-1.125,-1.7623697916666667,-1.75,0.02503253091812066,-1.8125,-1.75,-1.75,-1.8125,NA,0,0,0.0625,854.7916666666666,855,0.408248290463863,854,855,855,854,-0.7623697916666667,-0.75
Test_plot_1,2024-04-06,-1,-1,0,-1,-1,-1,-1,-1.1634114583333333,-1.1875,0.030578027439019075,-1.1875,-1.125,-1.125,-1.1875,-1.8645833333333333,-1.875,0.02341464528954235,-1.875,-1.8125,-1.8125,-1.875,NA,0,0.0625,0.0625,854.0104166666666,854,0.10206207261596575,854,855,854,854,-0.8645833333333333,-0.8125
Test_plot_1,2024-04-07,-1,-1,0,-1,-1,-1,-1,-1.2369791666666667,-1.25,0.02551551815399144,-1.25,-1.1875,-1.1875,-1.25,-1.9459635416666667,-1.9375,0.043129806813219256,-2,-1.875,-1.875,-2,NA,0,0.0625,0.0625,853.9375,854,0.2433321316961438,853,854,854,853,-0.9459635416666667,-0.875
Test_plot_1,2024-04-08,-1.0520833333333333,-1.0625,0.02341464528954235,-1.0625,-1,-1,-1.0625,-1.25,-1.25,0,-1.25,-1.25,-1.25,-1.25,-2.0006510416666665,-2,0.00637887953849786,-2.0625,-2,-2,-2,0.04588314677411235,0.0625,0,0.0625,853.03125,853,0.17490598978639324,853,854,853,853,-0.9485677083333333,-1
Test_plot_1,2024-04-09,-1.099609375,-1.125,0.030856902590830466,-1.125,-1.0625,-1.0625,-1.125,-1.25,-1.25,0,-1.25,-1.25,-1.25,-1.25,-2.0325520833333335,-2.0625,0.03138676214137575,-2.0625,-2,-2,-2.0625,-0.4112910880285509,0.0625,0,0.0625,852.9166666666666,853,0.2778362511554969,852,853,853,852,-0.9329427083333335,-0.9375
